shared.name;FeatureID;row.ID;FTIC Pn_delicatissima;FMEAN Pn_delicatissima;FMEDIAN Pn_delicatissima;FTIC System_Blank;FMEAN System_Blank;FMEDIAN System_Blank;FTIC 100;FMEAN 100;FMEDIAN 100;FTIC filtered;FMEAN filtered;FMEDIAN filtered;FTIC Blank;FMEAN Blank;FMEDIAN Blank;FTIC unfiltered;FMEAN unfiltered;FMEDIAN unfiltered;FTIC 0;FMEAN 0;FMEDIAN 0;FTIC Sample;FMEAN Sample;FMEDIAN Sample;FTIC 50;FMEAN 50;FMEDIAN 50;FTIC Procedure_Blank;FMEAN Procedure_Blank;FMEDIAN Procedure_Blank;FTIC Pn_multiseries;FMEAN Pn_multiseries;FMEDIAN Pn_multiseries;FTIC Pn_Subpacifica;FMEAN Pn_Subpacifica;FMEDIAN Pn_Subpacifica;FTIC Media;FMEAN Media;FMEDIAN Media;Blank_1;Blank_3;Media_Blank;blank_out;Pn_chubby14_100ml;Pn_chubby14_50ml;Pn_chubby14_unfil;Pn_delicatessima6_100ml;Pn_delicatessima6_50ml;Pn_delicatessima6_unfil;Pn_multiseries_100ml;Pn_multiseries_50ml;Pn_multiseries_unfil;Pn_skinny13_100ml;Pn_skinny13_50ml;Pn_skinny13_unfil;Pn_subpacifica5_100ml;Pn_subpacifica5_50ml;Pn_subpacifica5_unfil
1;773;X151.035.34.1..ID..773.;105940605.7;17656767.62;4005049.848;23630087.23;7876695.744;9659591.007;25795286.19;4299214.364;3716099.848;123475039.9;12347503.99;4309188.807;23630087.23;7876695.744;9659591.007;30419984.84;5069997.473;3759429.503;23630087.23;7876695.744;9659591.007;152498604.8;10166573.65;4490209.766;128099738.6;12809973.86;4537898.69;1396420;1396420;1396420;13496173.45;4498724.482;4585587.614;33061825.64;5510304.273;5023658.128;1396420;1396420;1396420;9659591.007;10391702.02;1396420;3578794.209;9896160;6143360;3028649.239;1513400;80368096;1487510;3454890;4585587.614;5455695.833;3977309.696;4032790;14561500;5557106.49;3946340.146;4490209.766
2;7541;X152.036.34.1..ID..7541.;50903213.69;8483868.949;1009636.306;1104952.213;368317.4042;303834.9619;8072154.614;1345359.102;879841.4537;56944601.62;5694460.162;1009636.306;1104952.213;368317.4042;303834.9619;5288532.242;881422.0404;644837.5733;1104952.213;368317.4042;303834.9619;61361089.46;4090739.298;720053.3606;54160979.25;5416097.925;644837.5733;872044.3987;872044.3987;872044.3987;2609977.672;869992.5573;569621.786;7847898.102;1307983.017;562133.6862;872044.3987;872044.3987;872044.3987;540200.201;303834.9619;872044.3987;260917.0496;3568043.839;2643981.698;316440.1903;887638.5087;45426792.08;720053.3606;1693437.363;346918.5231;569621.786;394705.6384;1131634.103;2342390;656284.8657;195165.0012;467982.5066
3;3444;X152.057.40.1..ID..3444.;18471543.57;3078590.595;1384302.5;459761.3847;153253.7949;172485.446;9936480.75;1656080.125;1025189.207;17076478.29;1707647.829;1125189.936;459761.3847;153253.7949;172485.446;21426827.83;3571137.972;2923215.057;459761.3847;153253.7949;172485.446;38314007.23;2554267.148;1625430;28566825.37;2856682.537;2037137.802;189298.8958;189298.8958;189298.8958;2807483.529;935827.843;270829.9695;17034980.13;2839163.355;2447795.69;189298.8958;189298.8958;189298.8958;178982.9445;108292.9943;189298.8958;172485.446;6298293.109;3270161.379;3418060;1122699.51;1009590.845;6119573.55;270829.9695;108283.4448;2428370.115;927678.9044;1645905.489;7646095.269;1127680.362;1295355.281;1625430
4;5324;X152.057.52.1..ID..5324.;13922964.55;2320494.092;1185034.034;335360.7011;111786.9004;112100.8101;8567537.616;1427922.936;881216.1913;13886596.01;1388659.601;881582.8571;335360.7011;111786.9004;112100.8101;19705342.06;3284223.676;3685975.672;335360.7011;111786.9004;112100.8101;33416280.87;2227752.058;1052000;25024400.45;2502440.045;1857304.909;175657.2007;175657.2007;175657.2007;3032182.14;1010727.38;280965.9728;16461134.17;2743522.362;1948029.21;175657.2007;175657.2007;175657.2007;50774.44507;112100.8101;175657.2007;172485.446;4960233.029;2844058.419;1052000;1388249.032;716831.1831;5226958.675;280965.9728;88606.34888;2662609.818;899765.1027;981819.0359;4709341.527;862667.28;863400.6115;5878774.835
5;2445;X153.033.34.1..ID..2445.;20549602.58;3424933.764;1022164.948;92962.74475;30987.58158;0;5061195.812;843532.6353;687998.9199;23259996.98;2325999.698;991342.0586;92962.74475;30987.58158;0;5020635.689;836772.6148;527144.748;92962.74475;30987.58158;0;27644937.51;1842995.834;740302.6797;23219436.86;2321943.686;610271.3975;635695.1602;635695.1602;635695.1602;2132350.285;710783.4284;418594.3359;4962984.638;827164.1064;423437.8594;635695.1602;635695.1602;635695.1602;0;0;635695.1602;92962.74475;1435820;2220768.895;350609.2731;740302.6797;14983400;801948.459;1434720.707;279035.2422;418594.3359;385780.0068;1242381.438;2395790;428877.2578;108910.752;417998.4609
6;7958;X154.087.37.1..ID..7958.;5236706.101;872784.3501;716280.3433;539952.5316;179984.1772;148626.041;3823597.194;637266.1991;598903.9932;5583820.268;558382.0268;566214.5901;539952.5316;179984.1772;148626.041;5986170.175;997695.0291;857920.9544;539952.5316;179984.1772;148626.041;11024565.29;734971.0191;621160.2747;7746393.249;774639.3249;626118.1203;545425.1567;545425.1567;545425.1567;1637359.442;545786.4806;613667.6979;4150499.744;691749.9573;629864.4087;545425.1567;545425.1567;545425.1567;36322.48645;148626.041;545425.1567;355004.0042;555781.4685;638568.5427;1128895.411;576647.7117;449795.7233;1049631.182;668669.608;355022.1357;613667.6979;855912.9749;322378.5092;1982340;621160.2747;539883.3196;666210.7272
7;7898;X155.129.37.1..ID..7898.;4495251.91;749208.6516;107681.7124;490273.6672;163424.5557;141870.0493;484489.3384;80748.22306;74885.76123;1094183.735;109418.3735;103933.595;490273.6672;163424.5557;141870.0493;4228807.559;704801.2598;37153.07373;490273.6672;163424.5557;141870.0493;5193492.632;346232.8422;75287.4834;4838501.955;483850.1955;114683.2834;129498.6611;129498.6611;129498.6611;282223.9248;94074.6416;74484.03906;416016.7979;69336.13298;83195.5127;129498.6611;129498.6611;129498.6611;348403.6179;141870.0493;129498.6611;0;62850.6582;103540.3672;8081.348633;38041.67383;140075.9414;31221.81445;74484.03906;164655.5527;43084.33301;75287.4834;205094.9966;4005530;104326.8228;125826.1997;11391.40137
8;2329;X157.084.102.1..ID..2329.;114536169.5;19089361.59;22121911.97;12879412.05;4293137.351;5902949.102;146297485.4;24382914.23;21895770.41;220275471.9;22027547.19;21895770.41;12879412.05;4293137.351;5902949.102;123178470.5;20529745.09;19102253.07;12879412.05;4293137.351;5902949.102;327099519;21806634.6;21850082.72;197156457;19715645.7;19723591.36;16354423.41;16354423.41;16354423.41;108945685.6;36315228.52;31305168.65;103617663.9;17269610.66;16841877.27;16354423.41;16354423.41;16354423.41;152262.293;6824200.656;16354423.41;5902949.102;24162040.83;10953968.56;16086654.55;27722170.73;6689922.381;22393741.21;49158930.42;28481586.48;31305168.65;9270420;26609832.48;21850082.72;19629500;17597100;15188400
9;933;X157.084.139.1..ID..933.;119281567.5;19880261.25;21850792.44;9493571.735;3164523.912;2179239.458;70044680;11674113.33;10212045;215991026;21599102.6;17809678.48;9493571.735;3164523.912;2179239.458;142684649.1;23780774.84;19422421.84;9493571.735;3164523.912;2179239.458;347231875.1;23148791.67;20823556.96;288630995.1;28863099.51;23119082.35;11443800;11443800;11443800;53177300;17725766.67;14795800;174773007.6;29128834.59;19762450.69;11443800;11443800;11443800;481178.0594;6833154.218;11443800;2179239.458;9246690;23558085.62;15966815.75;7397280;20823556.96;23360136.78;25576600;14795800;12804900;11177400;33645165.85;22878027.92;5202910;64567537.58;56230968.61
10;280;X157.084.118.1..ID..280.;79978420;13329736.67;12906450;0;0;0;106740500;17790083.33;14430250;191114720;19111472;13204050;0;0;0;64810310;10801718.33;8286645;0;0;0;255925030;17061668.67;12830000;149184530;14918453;11880750;0;0;0;26853390;8951130;8547220;149093220;24848870;21093950;0;0;0;0;0;0;0;13425200;12039100;7751920;15435300;12982900;11722400;10322900;8547220;7983270;18417800;12830000;8590020;49139300;37975000;28762700
11;6143;X159.092.157.1..ID..6143.;8131989.703;1355331.617;605486.2243;62326.40405;20775.46802;12391.93115;2914907.006;485817.8344;353007.8112;5634034.288;563403.4288;501975.889;62326.40405;20775.46802;12391.93115;13488404.16;2248067.359;1671126.718;62326.40405;20775.46802;12391.93115;18924028.78;1261601.918;897421.2139;16207531.44;1620753.144;1138696.272;198409.6665;198409.6665;198409.6665;2384895.588;794965.196;401664.5432;8407143.486;1401190.581;1074081.687;198409.6665;198409.6665;198409.6665;39611.54004;10322.93286;198409.6665;12391.93115;633391.8232;897421.2139;1370771.175;304351.0792;222180.5691;4924440;401664.5432;289026.5615;1694204.483;126347.7339;906621.3694;1648048.952;1250742.16;602287.2349;3652529.878
12;4371;X162.113.38.1..ID..4371.;16269451.65;2711575.274;1838050.645;100449.7124;33483.23747;37421.19531;8482423.079;1413737.18;179399.093;9318956.849;931895.6849;147881.9463;100449.7124;33483.23747;37421.19531;9658774.802;1609795.8;723754.4778;100449.7124;33483.23747;37421.19531;18893612.75;1259574.183;267105.8079;10495308.57;1049530.857;330689.5671;84118.90479;84118.90479;84118.90479;681958.6725;227319.5575;157956.5745;1942202.429;323700.4048;202456.563;84118.90479;84118.90479;84118.90479;48369.27454;37421.19531;84118.90479;14659.24255;267105.8079;110166.939;274636.1812;200841.6116;109387.9839;4602440.76;157956.5745;137259.1449;386742.9531;7680680;426031.2893;3250070;91720.18018;137807.3182;1060766.002
13;1858;X163.075.444.1..ID..1858.;126573672.7;21095612.12;21434430.4;36817760.65;12272586.88;12196451.35;92897885.45;15482980.91;5751595;218056403.4;21805640.34;22983274.56;36817760.65;12272586.88;12196451.35;119247498.1;19874583.02;22661297.58;36817760.65;12272586.88;12196451.35;334565801.5;22304386.77;23996787.55;244406016.1;24440601.61;24395530.19;2738100;2738100;2738100;102426735.6;34142245.2;37361055.24;105565393.2;17594232.2;21249041.95;2738100;2738100;2738100;12037060.12;12584249.17;2738100;12196451.35;5130220;21969761.57;20528322.33;3290410;18074587.97;24794272.83;37599345.58;37361055.24;27466334.79;37766839.87;26494425.6;16153136.46;6372970;23996787.55;27567331.72
14;1496;X163.148.576.1..ID..1496.;35939252.6;5989875.433;6093696.477;3619777.797;1206592.599;1403196.049;24668655.75;4111442.626;2409910;57938237.33;5793823.733;6300395.866;3619777.797;1206592.599;1403196.049;26690447.74;4448407.957;4143895.687;3619777.797;1206592.599;1403196.049;82425835.07;5495055.672;5995690.527;59960029.32;5996002.932;6093696.477;2202850;2202850;2202850;20220865.18;6740288.394;7736842.479;26265717.29;4377619.549;4143895.687;2202850;2202850;2202850;306624.4465;1403196.049;2202850;1909957.302;2434780;6409089.306;3808054.205;8816495.754;6191702.426;5879009.15;2385040;10098982.7;7736842.479;6472400;5995690.527;2583954.742;2357090;6776966.611;4479737.168
15;677;X164.093.69.1..ID..677.;177997800;29666300;30383850;906867.9603;302289.3201;425602.4966;100766262.4;16794377.07;10939150;178855691.1;17885569.11;10939150;906867.9603;302289.3201;425602.4966;56515771.14;9419295.189;6089164.532;906867.9603;302289.3201;425602.4966;233912811.9;15594187.46;10529800;134605199.8;13460519.98;7071011.933;1458650.271;1458650.271;1458650.271;8172268.997;2724089.666;2622591.803;47742742.93;7957123.822;7071011.933;1458650.271;1458650.271;1458650.271;425602.4966;480106.7159;1458650.271;1158.747803;10529800;7684223.866;5720529.064;35252500;25515200;15215800;3036412.142;2513265.053;2622591.803;39140400;37833500;25040400;11348500;6001890;6457800
16;2190;X164.093.40.1..ID..2190.;68229472.94;11371578.82;5133650;879200.2152;293066.7384;425602.4966;45853296.64;7642216.107;5614461.366;104103645.6;10410364.56;8072322.137;879200.2152;293066.7384;425602.4966;38243060.8;6373843.466;3885418.388;879200.2152;293066.7384;425602.4966;140897208.4;9393147.224;6843041.242;96493409.77;9649340.977;5906379.009;1449498.05;1449498.05;1449498.05;9709058;3236352.667;3178961.744;62958677.42;10493112.9;9781551.77;1449498.05;1449498.05;1449498.05;425602.4966;452438.9708;1449498.05;1158.747803;13899042.57;8678464.274;4969716.777;1592060;35033811.74;2801120;3762742.732;3178961.744;2767353.524;7466180;1923970;19412331.21;17683773.29;10884639.27;6843041.242
17;1501;X164.107.342.2..ID..1501.;33682921.15;5613820.191;5134774.947;4153826.109;1384608.703;1474230.941;32396697.83;5399449.639;5549277.979;54056341.82;5405634.182;5150024.767;4153826.109;1384608.703;1474230.941;23646395.6;3941065.933;3882336.078;4153826.109;1384608.703;1474230.941;74838037.42;4989202.494;4882341.887;45306039.58;4530603.958;4564718.783;2864700;2864700;2864700;13808703.16;4602901.054;4648765.958;27346413.1;4557735.517;4737140;2864700;2864700;2864700;1474230.941;1119884.264;2864700;1559710.903;6449790;3024490;1645540;6880448.418;5387208.006;4882341.887;4648765.958;4912841.528;4247095.678;8858503.457;4156842.902;3517576.478;2694490;7042961.552;6489141.552
18;1335;X166.087.54.1..ID..1335.;473829157;78971526.16;44016212.96;8470666.171;2823555.39;1190014.056;310866716.3;51811119.38;56246889.11;688523774.5;68852377.45;51186894.29;8470666.171;2823555.39;1190014.056;504670928.5;84111821.41;26955373.33;8470666.171;2823555.39;1190014.056;1167729656;77848643.75;43234085.41;882327986.6;88232798.66;33753661.81;25465046.66;25465046.66;25465046.66;122311305.7;40770435.22;43234085.41;571589193.6;95264865.61;40924343.14;25465046.66;25465046.66;25465046.66;181694.8965;1190014.056;25465046.66;7098957.219;64216515.57;4361910;392716381.8;84192671.16;54096525.92;10809800;65779120.26;43234085.41;13298100;22936100;267858159.9;33935900;48277262.66;33571423.61;28445700
19;93;X166.087.89.1..ID..93.;1834060276;305676712.7;197571496;0;0;0;375270642;62545107;35492600;685875192;68587519.2;37230400;0;0;0;2031485634;338580939;258790000;0;0;0;2709877176;180658478.4;66010500;2342090184;234209018.4;161207000;7483650;7483650;7483650;214423900;71474633.33;33700400;661393000;110232166.7;51647650;7483650;7483650;7483650;0;0;7483650;0;37284800;66010500;195856992;47923300;37176000;858792000;33700400;28119500;152604000;225332992;169810000;495025984;23545500;16972200;321723008
20;3024;X166.087.45.1..ID..3024.;1410979002;235163167;146174177.7;3933356.125;1311118.708;1190014.056;449774812.9;74962468.82;47057125.93;883251426.5;88325142.65;50381982.05;3933356.125;1311118.708;1190014.056;1032676239;172112706.5;25946950;3933356.125;1311118.708;1190014.056;1894663335;126310889;49843337.73;1466152853;146615285.3;43923355.87;21264330.29;21264330.29;21264330.29;102987120.7;34329040.23;38003374;380697212.7;63449535.45;40928840.28;21264330.29;21264330.29;21264330.29;181694.8965;1190014.056;21264330.29;2561647.172;43193625.48;89607860.26;151117158.2;50920626.37;49843337.73;797721550.6;54304446.7;38003374;10679300;241427729;245903658.2;25162100;38664055.07;31382713.68;26731800
21;5821;X166.087.396.1..ID..5821.;326519052.6;54419842.09;56027540.6;1149688.944;383229.648;378295.7805;176945618.4;29490936.4;20070702.02;418408814.3;41840881.43;23472120.23;1149688.944;383229.648;378295.7805;274465503.2;45744250.54;39438336.57;1149688.944;383229.648;378295.7805;672742191.4;44849479.43;34275110.39;515928699.2;51592869.92;45126299.61;20132126.16;20132126.16;20132126.16;81219350.86;27073116.95;25513418.98;265003788;44167298;32113432.07;20132126.16;20132126.16;20132126.16;378295.7805;745906.978;20132126.16;25486.18555;8622577.468;68790071.86;44601562.74;20009277.88;45651036.48;2029700;25513418.98;21430821.48;34275110.39;83042916.49;109382077;66404044.73;19625301.4;16341315.28;107022959.2
22;604;X167.086.504.1..ID..604.;38002029.94;6333671.656;5552160;5685.679688;1895.226563;0;42123794.38;7020632.397;4914800;60925273.89;6092527.389;4183710;5685.679688;1895.226563;0;16719916.47;2786652.744;1038934.968;5685.679688;1895.226563;0;77548067.42;5169871.161;3466180;35521395.97;3552139.597;3091450;97122.93164;97122.93164;97122.93164;275367.4863;91789.16211;74473.59961;39270670;6545111.667;4586695;97122.93164;97122.93164;97122.93164;0;0;97122.93164;5685.679688;8302850;2716720;1410510;14505300;7638140;10198300;24571.44922;176322.4375;74473.59961;1526750;3466180;667359.9355;17667200;4901240;4272150
23;5153;X167.091.89.1..ID..5153.;42558425.49;7093070.915;6581481.962;422602.5889;140867.5296;147951.3467;21508399.69;3584733.282;2888761.061;45955994.52;4595599.452;3439933.419;422602.5889;140867.5296;147951.3467;30069145.25;5011524.208;5571575.609;422602.5889;140867.5296;147951.3467;75866307.11;5057753.807;4709673.408;54516740.08;5451674.008;4884929.527;158832.6563;158832.6563;158832.6563;12219602.25;4073200.751;2341452.684;21088279.36;3514713.227;4122919.246;158832.6563;158832.6563;158832.6563;147951.3467;74955.78906;158832.6563;199695.4531;3436069.438;4960090;4809769.055;4709673.408;3443797.4;2551188.781;2341452.684;2115467.496;7762682.074;9984034.176;13416441.21;8453290.516;878337.3281;670631.3789;6333382.164
24;3220;X167.093.52.1..ID..3220.;102587224.2;17097870.7;15020934.64;10103846.5;3367948.832;2764935.6;118727338.8;19787889.8;16826142.48;217880730;21788073;21595834.19;10103846.5;3367948.832;2764935.6;87540773.12;14590128.85;11491914.64;10103846.5;3367948.832;2764935.6;299730553.1;19982036.87;15925705.86;186694164.3;18669416.43;14812376.15;5690950;5690950;5690950;102808403.1;34269467.72;34847139.74;94334925.72;15722487.62;14812376.15;5690950;5690950;5690950;2161130.488;5177780.409;5690950;2764935.6;33529504;1260170;15287610.69;15925705.86;27559113.27;8731243.411;31738436.4;36222827;34847139.74;14116163.42;25465089.3;10789908.94;17726579.09;14337141.6;12193920.34
25;6153;X168.068.275.3..ID..6153.;11034105.22;1839017.536;1515924.91;48335.61792;16111.87264;11455.52148;4016852.037;669475.3396;387313.2578;6601486.913;660148.6913;387313.2578;48335.61792;16111.87264;11455.52148;15414218.77;2569036.462;2712584.403;48335.61792;16111.87264;11455.52148;21987039.77;1465802.652;979270.1836;17998853.65;1799885.365;1687634.86;28665.91113;28665.91113;28665.91113;3008766.917;1002922.306;223738.321;7944167.641;1324027.94;387313.2578;28665.91113;28665.91113;28665.91113;32052.79712;4827.299316;28665.91113;11455.52148;375960.4629;248769.2319;2395999.536;1228817.725;979270.1836;2821850;181709.791;223738.321;2603318.805;1803032.095;816730.9004;3384404.313;398666.0527;344792.1494;4179980.208
26;2805;X169.076.229.1..ID..2805.;13051989.59;2175331.598;2155899.094;0;0;0;5855531.703;975921.9505;926284.6563;10507408.73;1050740.873;926284.6563;0;0;0;12938773.52;2156462.253;1896163.609;0;0;0;22957245.95;1530483.063;1282866.094;17590650.54;1759065.054;1629621.5;488936.2969;488936.2969;488936.2969;0;0;0;9905256.359;1650876.06;1107584.297;488936.2969;488936.2969;488936.2969;0;0;488936.2969;0;932302.5;584309.9844;1711689.031;920266.8125;1547553.969;3922060;0;0;0;2231160;2350310.617;2080638.188;1282866.094;658638.75;4735450
27;6645;X169.101.618.1..ID..6645.;4991768.586;831961.4311;493965.7319;477254.6678;159084.8893;15216.86182;16311727.57;2718621.261;682957.7833;23541423.02;2354142.302;452231.8912;477254.6678;159084.8893;15216.86182;3925706.976;654284.4959;622202.3373;477254.6678;159084.8893;15216.86182;26562179.34;1770811.956;477760.6064;11155402.43;1115540.243;511096.5995;904950.6555;904950.6555;904950.6555;18681578.11;6227192.703;4264180;2888832.645;481472.1075;448792.8729;904950.6555;904950.6555;904950.6555;455904.9896;15216.86182;904950.6555;6132.816406;388748.3623;424765.8485;477760.6064;443498.8713;395799.0261;544432.5925;13208544.81;4264180;1208853.293;905019.9498;2613280.4;89737.74609;460964.9111;436620.8346;699972.082
28;6078;X170.061.157.3..ID..6078.;9466684.767;1577780.794;366383.2463;36275.11243;12091.70414;15529.54053;2838485.929;473080.9881;255509.1379;3883806.186;388380.6186;255509.1379;36275.11243;12091.70414;15529.54053;16768001.54;2794666.923;2621684.095;36275.11243;12091.70414;15529.54053;20651807.72;1376787.182;469354.3086;17813321.8;1781332.18;1147704.289;0;0;0;2000486.878;666828.9594;106898.8011;9184636.079;1530772.68;1121265.693;0;0;0;15529.54053;0;0;20745.5719;247606.0918;326029.6621;2439477.324;263412.1841;54761.46094;5791550;106898.8011;89496.34375;1804091.733;469354.3086;83715.94727;2803890.866;1751214.543;491316.8438;3928991.615
29;4230;X170.118.246.1..ID..4230.;33665580.32;5610930.053;5338187.147;3442695.065;1147565.022;1184421.718;40338833.8;6723138.967;6685930.902;91094175.84;9109417.584;6685930.902;3442695.065;1147565.022;1184421.718;23824331.88;3970721.979;3252000.296;3442695.065;1147565.022;1184421.718;105768728.9;7051248.595;5347877.119;74579673.91;7457967.391;4812418.587;9149778.795;9149778.795;9149778.795;44180383.46;14726794.49;6582522.372;27922765.15;4653794.191;5160044.629;9149778.795;9149778.795;9149778.795;1184421.718;2189986.269;9149778.795;68287.07849;4327537.206;6939123.969;1150995.709;5347877.119;7442347.635;3108739.508;6582522.372;34202600;3395261.084;8141778.881;5328497.174;4296340;6789339.431;5992552.052;2723216.78
30;352;X171.063.148.1..ID..352.;57806609.03;9634434.839;8787135;40272.7146;13424.2382;0;89192302.76;14865383.79;14710200;144402070;14440207;13239350;40272.7146;13424.2382;0;31871471.79;5311911.965;5388850;40272.7146;13424.2382;0;176234639;11748975.94;9867800;87081239.03;8708123.903;8787135;38902.75537;38902.75537;38902.75537;29610080;9870026.667;10816000;88817950;14802991.67;13429200;38902.75537;38902.75537;38902.75537;0;40272.7146;38902.75537;0;18565500;9867800;5476520;12985800;8422830;6633270;13492900;10816000;5301180;15927500;9151440;4685769.033;28181700;16990600;9735830
31;3845;X171.117.438.1..ID..3845.;5555278.818;925879.803;1156724.559;1963.363037;654.4543457;0;9981748.795;1663624.799;1544607.655;11399618.12;1139961.812;1107378.329;1963.363037;654.4543457;0;6513976.006;1085662.668;1359104.119;1963.363037;654.4543457;0;17864631.72;1190975.448;1290145.309;7931845.33;793184.533;814731.0364;48962.3999;48962.3999;48962.3999;5526608.703;1842202.901;1191452.849;6782744.204;1130457.367;1526001.522;48962.3999;48962.3999;48962.3999;0;0;48962.3999;1963.363037;1923120.646;0;1737126.144;1023303.809;76580.62061;1571670;3897146.63;1191452.849;438009.2236;1290145.309;190247.7412;1403331.338;1799070;8550.512695;1314876.9
32;6703;X171.120.246.1..ID..6703.;869122.4219;144853.737;124615.4199;42554.82031;14184.9401;0;455710.5313;75951.75521;69571.41162;3372021.834;337202.1834;111804.1333;42554.82031;14184.9401;0;473457.2646;78909.54411;10312.26563;42554.82031;14184.9401;0;3788762.414;252584.1609;82426.13867;3389768.567;338976.8567;80672.15381;56716.68457;56716.68457;56716.68457;2472833.936;824277.9785;21923.93555;446806.0566;74467.67611;77336.38965;56716.68457;56716.68457;56716.68457;0;42554.82031;56716.68457;0;82426.13867;72246.64063;0;0;223775.5332;0;21923.93555;2450910;0;160133.1729;89097.66699;396116.0488;134510.5996;136998.1465;20624.53125
33;3016;X171.159.288.1..ID..3016.;255840.4355;42640.07259;12123.18359;0;0;0;5239010.615;873168.4359;12123.18359;7373890.615;737389.0615;0;0;0;0;3480903.023;580150.5039;115797.0342;0;0;0;10854793.64;723652.9092;78040.30859;5615783.023;561578.3023;87994.95117;0;0;0;7193394.248;2397798.083;2134880;3405558.955;567593.1592;39020.1543;0;0;0;0;0;0;0;0;0;78040.30859;24246.36719;0;97949.59375;3513914.248;2134880;1544600;0;0;133644.4746;1700850;0;1626668.646
34;7297;X172.052.392.1..ID..7297.;9902937.234;1650489.539;934592.6177;1835.134888;611.7116292;0;5161319.631;860219.9385;338559.9536;9916209.654;991620.9654;342385.9517;1835.134888;611.7116292;0;1532461.576;255410.2627;63383.35254;1835.134888;611.7116292;0;11393294.75;759552.9833;222685.4209;6287351.6;628735.16;207686.2847;55376.48145;55376.48145;55376.48145;343657.3887;114552.4629;134125.9893;1146700.126;191116.6877;203860.2866;55376.48145;55376.48145;55376.48145;1835.134888;0;55376.48145;0;215033.4248;222685.4209;11145.71387;856372.0664;945613.0039;427914.9902;138141.1758;134125.9893;71390.22363;3434310;3315154.942;923572.2314;462086.4824;192687.1484;43061.93555
35;8658;X172.096.147.1..ID..8658.;7741085.68;1290180.947;993140.6133;1528413.615;509471.2049;12602.27612;5758369.528;959728.2547;744579.6849;7350286.679;735028.6679;497751.0945;1528413.615;509471.2049;12602.27612;18408359.02;3068059.836;2804039.386;1528413.615;509471.2049;12602.27612;25590871.22;1706058.081;825284.9463;20000276.17;2000027.617;1282955.283;167774.4768;167774.4768;167774.4768;3492478.605;1164159.535;521105.3125;14357306.93;2392884.489;1564958.474;167774.4768;167774.4768;167774.4768;0;12602.27612;167774.4768;1515811.339;2466042.525;380900.5537;5338680.514;825284.9463;186430.6074;3111102.355;474396.8765;521105.3125;2496976.416;1160996.28;412466.238;2044805.253;663874.4236;258788.916;5249020
36;6717;X173.132.618.2..ID..6717.;21223720.11;3537286.685;3967204.59;2114874.039;704958.0131;725480.7881;58705569.57;9784261.595;5355457.992;98854941.02;9885494.102;5615869.335;2114874.039;704958.0131;725480.7881;19071045.32;3178507.553;838236.0073;2114874.039;704958.0131;725480.7881;109291897.3;7286126.488;4704085.031;59220416.76;5922041.676;3956794.074;8634089.011;8634089.011;8634089.011;73653347.93;24551115.98;28875000;14414829.29;2402471.548;1689953.045;8634089.011;8634089.011;8634089.011;1278348.056;725480.7881;8634089.011;111045.1953;869922.5842;2509983.506;194806.0259;6006830.953;5828134.028;944044.5182;36384366.84;28875000;8393981.087;2106275.152;6166738.279;171697.1785;4704085.031;5403604.642;732427.4963
37;6491;X173.132.618.1..ID..6491.;75846209.68;12641034.95;13953820.01;2750456.222;916818.7407;891380.2261;113031838.9;18838639.82;15408846.05;207830376;20783037.6;14671048.63;2750456.222;916818.7407;891380.2261;67729411.06;11288235.18;11572036.19;2750456.222;916818.7407;891380.2261;260824422.2;17388294.81;14096279.72;162527948.1;16252794.81;9008791.974;14735364.87;14735364.87;14735364.87;122885526.9;40961842.3;37494600;62092685.63;10348780.94;8357692.163;14735364.87;14735364.87;14735364.87;891380.2261;506691.3069;14735364.87;1352384.689;15571874.56;8306676.811;7042923.839;15887902.24;9608876.433;16268572.55;37494600;70290303.04;15100623.85;14096279.72;13811360.3;6173218.434;15245817.53;7516685.37;8408707.514
38;2285;X173.153.414.1..ID..2285.;7522702.683;1253783.78;1300474.894;804367.3206;268122.4402;367346.698;16052861.09;2675476.849;1872116.955;26294265;2629426.5;1897427.413;804367.3206;268122.4402;367346.698;3418793.369;569798.8948;386375.256;804367.3206;268122.4402;367346.698;29327861.18;1955190.745;1573210;13660197.27;1366019.727;970882.415;385197.1855;385197.1855;385197.1855;5749416.673;1916472.224;1900390;16055741.83;2675956.971;1404244.933;385197.1855;385197.1855;385197.1855;371530.8959;367346.698;385197.1855;65489.72668;1894464.825;914025.0415;199038.6326;1849769.084;1027739.788;834005.0106;1900390;2525887.86;1323138.813;1573210;1948118.399;289860.4005;8449830;4210830;387553.3264
39;1030;X174.055.60.1..ID..1030.;46712070;7785345;7385010;430418.3502;143472.7834;193455.7347;34716287.67;5786047.944;3169048.833;57132370.06;5713237.006;4691981.025;430418.3502;143472.7834;193455.7347;19620506.16;3270084.361;3010624.188;430418.3502;143472.7834;193455.7347;73598467.85;4906564.523;3336849.244;42036588.56;4203658.856;3868126.574;3154408.376;3154408.376;3154408.376;10938467.39;3646155.797;3336849.244;15947930.46;2657988.41;2646944.36;3154408.376;3154408.376;3154408.376;220328.3894;193455.7347;3154408.376;16634.22607;3183689.29;2410858.72;1166931.565;11899500;7578560;7191460;2617060;4984558.146;3336849.244;10978600;6197110;2866840;2883030;4399403.903;1904016.979
