shared.name;FeatureID;row.ID;FTIC Pn_delicatissima;FMEAN Pn_delicatissima;FMEDIAN Pn_delicatissima;FTIC System_Blank;FMEAN System_Blank;FMEDIAN System_Blank;FTIC 100;FMEAN 100;FMEDIAN 100;FTIC filtered;FMEAN filtered;FMEDIAN filtered;FTIC Blank;FMEAN Blank;FMEDIAN Blank;FTIC unfiltered;FMEAN unfiltered;FMEDIAN unfiltered;FTIC 0;FMEAN 0;FMEDIAN 0;FTIC Sample;FMEAN Sample;FMEDIAN Sample;FTIC 50;FMEAN 50;FMEDIAN 50;FTIC Procedure_Blank;FMEAN Procedure_Blank;FMEDIAN Procedure_Blank;FTIC Pn_multiseries;FMEAN Pn_multiseries;FMEDIAN Pn_multiseries;FTIC Pn_Subpacifica;FMEAN Pn_Subpacifica;FMEDIAN Pn_Subpacifica;FTIC Media;FMEAN Media;FMEDIAN Media;Blank_1;Blank_3;Media_Blank;blank_out;Pn_chubby14_100ml;Pn_chubby14_50ml;Pn_chubby14_unfil;Pn_delicatessima6_100ml;Pn_delicatessima6_50ml;Pn_delicatessima6_unfil;Pn_multiseries_100ml;Pn_multiseries_50ml;Pn_multiseries_unfil;Pn_skinny13_100ml;Pn_skinny13_50ml;Pn_skinny13_unfil;Pn_subpacifica5_100ml;Pn_subpacifica5_50ml;Pn_subpacifica5_unfil
238;8949;X225.147.256.2..ID..8949.;142821045.7;23803507.61;19275372.29;1934900.197;644966.7324;569625.9482;134513249.4;22418874.9;22307393.62;179166040.5;17916604.05;15876765.01;1934900.197;644966.7324;569625.9482;104012633.8;17335438.97;15290438.32;1934900.197;644966.7324;569625.9482;273756680.7;18250445.38;16284837.93;148665424.9;14866542.49;12649929.12;9421993.624;9421993.624;9421993.624;43840672.61;14613557.54;15468692.1;87094962.4;14515827.07;13501273.11;9421993.624;9421993.624;9421993.624;569625.9482;482343.457;9421993.624;882930.792;28747413.15;7445432.459;18378026.5;36260363.29;10174513.56;44081047.04;15468692.1;11545481.06;16826499.45;22265906.65;16284837.93;13754377.18;22348880.58;8624519.712;1550690
239;902;X225.148.315.1..ID..902.;193358012.1;32226335.35;20562951.26;5839941.71;1946647.237;1698406.573;126549113.7;21091518.94;10095930;267952014.3;26795201.43;12204400;5839941.71;1946647.237;1698406.573;180777602.1;30129600.34;31747229.37;5839941.71;1946647.237;1698406.573;443945386.4;29596359.09;28123502.52;322180502.7;32218050.27;37610834.67;4784230;4784230;4784230;63770086.41;21256695.47;4908180;186817287.9;31136214.64;37610834.67;4784230;4784230;4784230;1698406.573;2734760.239;4784230;1406774.899;10770600;42350131.6;35370956.21;9421260;54980295.94;13002400;4908180;4202080;54659826.41;83026643.66;4803910;28123502.52;13638200;39850713.13;44836686.91
240;3233;X225.148.396.1..ID..3233.;127270351.2;21211725.19;23335210.55;3565841.9;1188613.967;1340064.486;161406441.3;26901073.56;32898854.87;281576576.7;28157657.67;26971252.07;3565841.9;1188613.967;1340064.486;75270048.91;12545008.15;9417223.309;3565841.9;1188613.967;1340064.486;353669115.6;23577941.04;23138224.65;195440184.3;19544018.43;21565106.74;3177510;3177510;3177510;100676712.6;33558904.2;33989364.92;125722051.8;20953675.31;20544947.74;3177510;3177510;3177510;1340064.486;2085264.979;3177510;140512.4355;27953796.53;20239359.33;9793395.599;44915768.57;22279677.33;24390743.78;43549123.04;33989364.92;23138224.65;3966330;25988707.62;5729123.87;37843913.21;20850536.16;9041051.019
241;3644;X226.089.187.1..ID..3644.;18255062.09;3042510.348;2900040.718;0;0;0;19308578.46;3218096.41;3514960;34510991.73;3451099.173;3687332.928;0;0;0;8745298.219;1457549.703;1106261.11;0;0;0;43078853.24;2871923.549;2934340;23947711.49;2394771.149;2729319.22;177436.708;177436.708;177436.708;2446038.779;815346.2598;758987.8848;22377752.37;3729625.395;3851244.858;177436.708;177436.708;177436.708;0;0;177436.708;0;5926871.5;3606909.717;1266507.196;2934340;3767756.14;2592897.003;1026037.766;758987.8848;661013.1289;5148312.486;2865741.437;946015.0244;4095580;4380454.797;3101429.158
242;1488;X226.180.547.1..ID..1488.;148267778.9;24711296.49;27457143.22;14155080.84;4718360.279;6034834.9;197122674.5;32853779.09;34672738.38;332907066.1;33290706.61;34515984.99;14155080.84;4718360.279;6034834.9;61996756.38;10332792.73;2395200;14155080.84;4718360.279;6034834.9;392643422.5;26176228.17;29119661;197781148;19778114.8;22101177.4;2260400;2260400;2260400;72506164.25;24168721.42;22573402.02;171869479.4;28644913.23;32950191.8;2260400;2260400;2260400;866731.3076;6034834.9;2260400;7253514.63;50390891;1441460;1584240;30672231.05;19960299.41;2468700;22573402.02;47611062.22;2321700;38673245.71;32251247.37;24242055.39;52552504.74;36780722.61;29119661
243;5751;X227.079.157.2..ID..5751.;6964887.852;1160814.642;146040.7656;0;0;0;0;0;0;292081.5313;29208.15313;0;0;0;0;10027676.63;1671279.439;1228892.613;0;0;0;10319758.16;687983.8776;0;10319758.16;1031975.816;146040.7656;0;0;0;0;0;0;3354870.313;559145.0521;0;0;0;0;0;0;0;0;0;0;384118.9063;0;0;4599140;0;0;0;0;292081.5313;2073666.32;0;0;2970751.406
244;5395;X227.103.107.2..ID..5395.;63818631.29;10636438.55;9101611.236;7216.106445;2405.368815;0;31393203.73;5232200.622;528685.4707;48569420.43;4856942.043;783513.9629;7216.106445;2405.368815;0;17710679.85;2951779.976;30050.2124;7216.106445;2405.368815;0;66219999.86;4414666.657;738658.2227;34886896.55;3488689.655;550913.2012;60100.4248;60100.4248;60100.4248;242171.2285;80723.74284;0;2159197.344;359866.224;296084.709;60100.4248;60100.4248;60100.4248;7216.106445;0;60100.4248;0;229001.2383;363168.1797;0;11469200;7684319.057;7655357.391;0;242171.2285;0;18806532.37;8208000.434;9995222.039;828369.7031;738658.2227;0
245;1499;X227.128.302.1..ID..1499.;114318516.4;19053086.07;20525588.29;13445430.88;4481810.293;4501444.206;149190272.4;24865045.41;16169863.97;232949078;23294907.8;19428524.48;13445430.88;4481810.293;4501444.206;87191519.92;14531919.99;15999164.2;13445430.88;4481810.293;4501444.206;317924657.9;21194977.19;19227607.53;170950325.5;17095032.55;18001533.94;2215940;2215940;2215940;87010562.84;29003520.95;6066520;116595578.6;19432596.44;19428524.48;2215940;2215940;2215940;1237597.723;4501444.206;2215940;7706388.951;2648830;19227607.53;15273323.88;2298640;24275716.24;24552797.39;77593812.84;6066520;3350230;29690897.95;16775460.34;16725004.51;34742151.65;19629441.43;25074224.14
246;8437;X227.163.293.1..ID..8437.;9857406.338;1642901.056;1627645.831;0;0;0;17914238.38;2985706.397;2612474.73;28047096.43;2804709.643;2612474.73;0;0;0;11901077.11;1983512.852;2140392.248;0;0;0;38235265.36;2549017.691;2567876.315;22033935.16;2203393.516;2514167.978;1712908.18;1712908.18;1712908.18;12387709.02;4129236.342;3769248.907;15990150;2665024.999;2679314.664;1712908.18;1712908.18;1712908.18;0;0;1712908.18;0;3446382.857;2460459.641;1447552.662;2670659.46;1284485;2567876.315;5559191.224;3769248.907;3059268.894;1970806.661;1054447.168;309131.7334;2554290;3277125.508;2804339.327
247;466;X227.176.281.2..ID..466.;124913266.4;20818877.73;15422050;211708.1039;70569.36796;87779.66895;91668590;15278098.33;18019150;228313793;22831379.3;18980900;211708.1039;70569.36796;87779.66895;142688616.3;23781436.05;16738350;211708.1039;70569.36796;87779.66895;354606309.3;23640420.62;18319600;279333819.3;27933381.93;17700100;16396100;16396100;16396100;60182500;20060833.33;18319600;169510542.9;28251757.15;19546600;16396100;16396100;16396100;8415.961792;87779.66895;16396100;115512.4731;3010270;62673898.75;51751674.13;19642200;11201900;11113400;24782300;18319600;17080600;3131720;46458704.21;33365342.18;24706000;14387200;12981500
248;1921;X227.177.160.1..ID..1921.;201825136.4;33637522.73;30626877.02;118803.8298;39601.27661;3291.356689;131685860.2;21947643.37;4111585;299449925.9;29944992.59;32139875.62;118803.8298;39601.27661;3291.356689;231383279.6;38563879.93;43111801.94;118803.8298;39601.27661;3291.356689;526974985.5;35131665.7;37260517.98;399147345.3;39914734.53;39739238.28;3858220;3858220;3858220;149961675.7;49987225.24;49083265.46;175188173.4;29198028.9;37326018.31;3858220;3858220;3858220;0;3291.356689;3858220;115512.4731;3277620;42830397.47;44005645.31;2984930;32458112.08;42217958.57;49083265.46;37260517.98;63617892.27;68116874.77;27251618.99;28795641.97;4364950;31821639.16;48887921.47
249;1069;X228.121.110.1..ID..1069.;31194205.98;5199034.33;4712309.078;2088650;696216.6665;833980.8247;36235914.42;6039319.069;4712309.078;84772006.79;8477200.679;4712309.078;2088650;696216.6665;833980.8247;40497540.98;6749590.164;6136130.739;2088650;696216.6665;833980.8247;117841547.8;7856103.185;4799591.059;89033633.36;8903363.336;6136130.739;7428000;7428000;7428000;12887219.94;4295739.979;4252042.975;73760121.85;12293353.64;10104194.28;7428000;7428000;7428000;20963.67285;833980.8247;7428000;1233705.502;10794400;32309600;12356200;4799591.059;2485336.845;6280611.477;4252042.975;2643526.963;5991650;4625027.096;9111640;3891999.505;4336853.286;9413988.567;4549080
250;2378;X228.197.680.1..ID..2378.;192325729.9;32054288.32;23086626.02;25899288.13;8633096.043;8645594.9;154783128.8;25797188.13;17363069.34;320327868.8;32032786.88;33351992.63;25899288.13;8633096.043;8645594.9;236001928.6;39333654.77;31625144.77;25899288.13;8633096.043;8645594.9;546234197.4;36415613.16;32813293.22;401546668.7;40154666.87;35918827.21;10095600;10095600;10095600;100980063.6;33660021.22;40293545.98;252928403.9;42154733.98;44978744.32;10095600;10095600;10095600;8645594.9;8293895.35;10095600;8959797.878;50933127.45;39024361.2;22486488.46;18493627.97;27679624.07;99876004.64;16232510.71;44454006.96;40293545.98;2257780;11205400;32813293.22;56770482.65;53276947.81;30436996.31
251;2410;X228.197.561.1..ID..2410.;123286435.8;20547739.3;13535552.97;12407799.3;4135933.099;4245280.173;90876867.36;15146144.56;11059908.57;204958105.1;20495810.51;23316882.2;12407799.3;4135933.099;4245280.173;86090966.36;14348494.39;7742285.012;12407799.3;4135933.099;4245280.173;284861391.5;18990759.43;16757903.73;200172204.1;20017220.41;18799133.6;6187680;6187680;6187680;51134040.64;17044680.21;16757903.73;110440915.1;18406819.18;23316882.2;6187680;6187680;6187680;4245280.173;7009081.363;6187680;1153437.761;25793400.93;20840363.47;4293642.612;10711731.78;15663020.58;48016100;7856223.034;26519913.88;16757903.73;11408085.35;28190608.04;9296890.024;28919746.26;29055011.81;1538750
252;4446;X229.069.153.1..ID..4446.;26091622;4348603.667;4173912.53;2859790.86;953263.6201;940437.2303;38330130.1;6388355.017;6831474.164;65299807.27;6529980.727;6440897.605;2859790.86;953263.6201;940437.2303;22909685.4;3818280.9;3672649.401;2859790.86;953263.6201;940437.2303;86393539.64;5759569.309;5321380.441;49879362.57;4987936.257;4524079.297;1815953.028;1815953.028;1815953.028;20466063.15;6822021.049;6884902.343;39835854.49;6639309.082;6252673.118;1815953.028;1815953.028;1815953.028;1011863.546;907490.0842;1815953.028;940437.2303;7183965.795;5321380.441;4765749.793;6481791.367;4013561.191;4282408.802;7181156.961;6400003.843;6884902.343;5150662.95;4065416.259;2097781.436;10516600;8985268.461;3062890
253;3419;X229.083.440.1..ID..3419.;2051755.203;341959.2005;367102.5835;63750.2915;21250.09717;11023.2832;1889430.981;314905.1636;273342.5264;2886877.563;288687.7563;212884.7788;63750.2915;21250.09717;11023.2832;11354538.64;1892423.107;257366.8701;63750.2915;21250.09717;11023.2832;14192127.89;946141.859;232196.9746;12351985.22;1235198.522;212884.7788;49288.32031;49288.32031;49288.32031;327561.76;109187.2533;91888.20313;11812810.92;1968801.82;391626.3364;49288.32031;49288.32031;49288.32031;11023.2832;41904.46533;49288.32031;10822.54297;97565.04102;180813.0684;3630460;449120.0117;193572.583;439006.0996;91888.20313;232196.9746;3476.582275;599129.8008;295199.0674;75727.64063;602439.6045;144953.208;7156580
254;3460;X229.098.265.1..ID..3460.;4924098.063;820683.0104;363426.8516;0;0;0;3763386.219;627231.0365;0;4051915.924;405191.5924;0;0;0;0;19175499.34;3195916.557;1302482.563;0;0;0;23227415.27;1548494.351;146904.2188;19464029.05;1946402.905;175224.7471;0;0;0;231888.6484;77296.21615;84984.42969;18071428.56;3011904.759;823899.2783;0;0;0;0;0;0;0;0;0;4535530;2319132.938;0;1878111.422;0;84984.42969;146904.2188;0;0;726853.7031;1444253.281;203545.2754;11888100
255;5277;X229.105.202.1..ID..5277.;148766426.6;24794404.44;24331771.93;6575630.872;2191876.957;1114577.384;194463369.7;32410561.61;32499070.94;279330814.9;27933081.49;24331771.93;6575630.872;2191876.957;1114577.384;128707004.3;21451167.38;14439787.71;6575630.872;2191876.957;1114577.384;407222103.1;27148140.21;22777918.61;213574449.6;21357444.96;15609570.08;815716.1143;815716.1143;815716.1143;34667988.25;11555996.08;13166393.21;223787688.2;37297948.04;37309322.01;815716.1143;815716.1143;815716.1143;3307.898682;1114577.384;815716.1143;5457745.59;44252674.26;15172669.93;3764990;39112516.64;22777918.61;36245782.67;13166393.21;5455124.814;16046470.23;25885625.24;11911478.3;12833105.19;71230444.19;30365969.75;59000940.11
256;7076;X229.105.186.1..ID..7076.;189987018.6;31664503.1;27414708.37;9847626.382;3282542.127;4201679;240436778.9;40072796.48;35981203.04;376849890.7;37684989.07;28769288.37;9847626.382;3282542.127;4201679;194087155.1;32347859.18;26511911.23;9847626.382;3282542.127;4201679;568242351;37882823.4;33913174.1;330500266.9;33050026.69;28769288.37;2694694.815;2694694.815;2694694.815;50643787.2;16881262.4;18963524.14;327611545.2;54601924.19;50467565.11;2694694.815;2694694.815;2694694.815;60288.0686;4201679;2694694.815;5585659.313;51967717.14;23625402.64;34060298.33;63423613.04;33913174.1;51870795.81;19994688.93;11685574.13;18963524.14;4261010;20916242.65;15602183.01;98095054.98;48967413.09;70895658.99
257;1348;X229.105.215.1..ID..1348.;206295661.9;34382610.32;28367850;15027517.17;5009172.389;5068521.872;271800156.8;45300026.14;31083531.39;444974871.1;44497487.11;37473700;15027517.17;5009172.389;5068521.872;152989310.9;25498218.49;19373285.16;15027517.17;5009172.389;5068521.872;591064294;39404286.27;34511200;326164025.2;32616402.52;29110898.23;6899887.994;6899887.994;6899887.994;69310183.94;23103394.65;21382096.46;315458448.2;52576408.03;42415821.05;6899887.994;6899887.994;6899887.994;5068521.872;4373335.981;6899887.994;5585659.313;60882456.49;44395442.1;13278400;34511200;58278235.43;57224752.61;27655862.78;20272224.71;21382096.46;22224500;16692500;17364473.87;119626249.6;40436200;36839700
258;2032;X229.119.150.1..ID..2032.;34513675.42;5752279.237;3032496.914;509104.8695;169701.6232;62102.0332;13111922.66;2185320.443;1422321.025;25572509.98;2557250.998;1740029.656;509104.8695;169701.6232;62102.0332;23783985.09;3963997.515;707221.8196;509104.8695;169701.6232;62102.0332;48728990.43;3248599.362;1429840.758;36244572.41;3624457.241;1561289.069;627504.646;627504.646;627504.646;3358120.119;1119373.373;1414801.292;10857194.89;1809532.481;1525184.965;627504.646;627504.646;627504.646;447002.8363;62102.0332;627504.646;0;1122627.405;3900520;1343014.445;1429840.758;1772703.828;521830.834;1414801.292;1415222.653;528096.1743;6520410;4292290;19976600;1996738.559;1707355.484;786938.9932
259;3225;X229.142.319.1..ID..3225.;64311031.71;10718505.28;11405608.05;7767602.088;2589200.696;2995253.781;72491096.26;12081849.38;12377160.4;148514774.4;14851477.44;14224134.81;7767602.088;2589200.696;2995253.781;22169543.81;3694923.968;2805967.361;7767602.088;2589200.696;2995253.781;168208468.3;11213897.88;11901173.22;98193221.99;9819322.199;9810676.189;2475850;2475850;2475850;41890806.65;13963602.22;9663283.85;62006629.9;10334438.32;13212077.24;2475850;2475850;2475850;3337777.511;2995253.781;2475850;1434570.796;11901173.22;14522981.26;2487255.361;23156052.01;13925288.36;3736476.75;6672750;25554772.8;9663283.85;12853147.57;9958068.528;681998.4866;15432123.46;14538417.23;3124679.361
260;8943;X229.154.187.1..ID..8943.;86474516.83;14412419.47;11509538.43;0;0;0;59672395.49;9945399.249;9854353.012;78230377.16;7823037.716;7256914.632;0;0;0;103113463.7;17185577.29;14259063.86;0;0;0;176318836.9;11754589.12;8909023.384;121671445.4;12167144.54;7651125.238;5025004.046;5025004.046;5025004.046;25587701.08;8529233.695;8909023.384;64256618.94;10709436.49;9100834.236;5025004.046;5025004.046;5025004.046;0;0;5025004.046;0;9811159.072;4842284.789;8390509.399;7602088.188;3057471.982;33877122.57;11919608.56;4759069.139;8909023.384;15416988.67;6911741.077;19609104.34;9897546.952;4012418.724;27302700
261;2817;X229.155.136.1..ID..2817.;75530553.39;12588425.56;11572130.62;11126.14575;3708.715251;0;54359039.85;9059839.975;9476732.501;92749986.48;9274998.648;10014123.57;11126.14575;3708.715251;0;97931848.52;16321974.75;14471750.54;11126.14575;3708.715251;0;182995965;12199731;11267595.01;136322795.1;13632279.51;11491233.65;7685869.99;7685869.99;7685869.99;26177437.11;8725812.371;11105801.08;81287974.5;13547995.75;10398759.03;7685869.99;7685869.99;7685869.99;11126.14575;0;7685869.99;0;12036865.92;8760652.137;7675075.784;11267595.01;6439086.896;17837700;3073700;11997936.03;11105801.08;7314970;11876666.22;20794535.25;12980038.92;7002475.331;32832866.41
262;101;X230.248.521.1..ID..101.;41603760;6933960;6919085;0;0;0;56211040;9368506.667;8044005;82479890;8247989;7111005;0;0;0;68171280;11361880;9072150;0;0;0;142463410;9497560.667;7900250;94440130;9444013;7812705;8187760;8187760;8187760;22248010;7416003.333;6289060;78611640;13101940;10608945;8187760;8187760;8187760;0;0;8187760;0;11387800;8673840;25889900;7900250;7311200;8314210;6289060;5770550;10188400;6526970;5790210;5760920;15919200;6910810;9830090
263;343;X231.085.110.1..ID..343.;111818077.9;18636346.32;18102300;4826256.745;1608752.248;1623698.843;106171727.4;17695287.91;19627450;177559747.9;17755974.79;18102300;4826256.745;1608752.248;1623698.843;43904617.44;7317436.24;6320100;4826256.745;1608752.248;1623698.843;218655537.9;14577035.86;11617400;115292637.9;11529263.79;9867735;2808827.439;2808827.439;2808827.439;27920890;9306963.333;10166000;78916570;13152761.67;10452135;2808827.439;2808827.439;2808827.439;641610.6133;1623698.843;2808827.439;2560947.289;20615500;7510290;6502710;18639400;29385887.94;11767800;11617400;10166000;6137490;29106800;17565200;5352990;23383800;9569470;11334800
264;2197;X231.135.92.1..ID..2197.;51432189.05;8572031.508;8250529.897;360130.9219;120043.6406;65224.75098;47565711.85;7927618.641;6436026.652;74462966.67;7446296.667;6926816.652;360130.9219;120043.6406;65224.75098;34780551.82;5796758.636;4918784.984;360130.9219;120043.6406;65224.75098;106280477.8;7085365.187;6541990;61677806.64;6167780.664;5912020.495;2963040.689;2963040.689;2963040.689;17767654.43;5922551.476;5282050.989;37080634.33;6180105.721;4735968.245;2963040.689;2963040.689;2963040.689;60848.82617;65224.75098;2963040.689;234057.3447;2929946.49;1643285.588;2314642.25;5560410;8416450.679;12481128.91;7311643.304;5173960.133;5282050.989;12334071.36;8084609.115;4555518.979;16466600;6541990;7184170
265;8926;X231.135.44.2..ID..8926.;87656790.83;14609465.14;15117770.85;439748.5361;146582.8454;79888.69141;105644699.8;17607449.96;14428638.89;169978352.7;16997835.27;12743632.97;439748.5361;146582.8454;79888.69141;44561949.24;7426991.54;6712719.245;439748.5361;146582.8454;79888.69141;210532202.9;14035480.19;10216833.57;108895602.2;10889560.22;8790436.601;4008099.05;4008099.05;4008099.05;27382224.06;9127408.02;9896872;95493188.03;15915531.34;5438229.338;4008099.05;4008099.05;4008099.05;78390.17969;79888.69141;4008099.05;281469.665;4719538.676;3202116.861;2655717.313;19056386.29;12040417.44;16788693.19;10216833.57;9896872;7268518.489;18640444.21;13446848.51;7684001.202;49003397.97;29755497.22;6156920
266;8506;X231.135.44.1..ID..8506.;87812790.16;14635465.03;15128948.78;439748.5361;146582.8454;79888.69141;67781762.61;11296960.43;10540716.79;132071273.2;13207127.32;11353835.83;439748.5361;146582.8454;79888.69141;64400850.98;10733475.16;7464545.388;439748.5361;146582.8454;79888.69141;192195745.3;12813049.69;10864600;128690361.6;12869036.16;10913640.19;4276378.832;4276378.832;4276378.832;27373896.74;9124632.246;9984208.718;77009058.45;12834843.08;7666482.791;4276378.832;4276378.832;4276378.832;78390.17969;79888.69141;4276378.832;281469.665;4468365.582;3202116.861;2655717.313;18954493.94;11843071.66;16529899.86;10216833.57;9984208.718;7172854.45;19001090.68;13727997.69;7756236.327;10864600;29808494.5;26009764.2
267;1509;X231.136.514.1..ID..1509.;237830411.2;39638401.86;40566883.61;12235520.75;4078506.915;5622467.409;110988916;18498152.67;3122940;235216271.3;23521627.13;23676058.24;12235520.75;4078506.915;5622467.409;235809333.7;39301555.62;38229254.75;12235520.75;4078506.915;5622467.409;468518935;31234595.67;32966933.13;360036689;36003668.9;35288328.44;2506670;2506670;2506670;44065745.77;14688581.92;2844610;186622778.1;31103796.35;33226224.25;2506670;2506670;2506670;545886.8093;5622467.409;2506670;6067166.528;39298618.61;20628752.23;37609723.74;60527287.41;26723364.25;67035532.32;2844610;2372350;38848785.77;2410460;48166834.08;32966933.13;3401270;28842724.76;56841688.74
268;2813;X231.139.625.1..ID..2813.;62245734.72;10374289.12;10745567.18;4004542.329;1334847.443;0;58547986.86;9757997.811;8307763.618;90966012.73;9096601.273;8307763.618;4004542.329;1334847.443;0;29228691.41;4871448.569;4485390.053;4004542.329;1334847.443;0;116542318.3;7769487.888;6842336.367;61646717.27;6164671.727;5880807.143;3652385.821;3652385.821;3652385.821;18441720.86;6147240.287;6443220;35854862.73;5975810.456;6005682.045;3652385.821;3652385.821;3652385.821;4004542.329;0;3652385.821;0;8068227.235;4149051.947;5318394.285;16495183.56;8570708.491;2325160;8547300;6443220;3451200.86;15091920.44;12920425.86;6842336.367;6692969.805;3987005.384;7639214.078
269;730;X231.175.559.1..ID..730.;58338716.99;9723119.498;8583103.495;929990.1307;309996.7102;268109.3149;115568346;19261391;6856435.064;188191450.9;18819145.09;8344966.023;929990.1307;309996.7102;268109.3149;27277331.87;4546221.979;4469750.936;929990.1307;309996.7102;268109.3149;210401630.9;14026775.39;6029345.072;99900436.74;9990043.674;4718538.833;5067151.873;5067151.873;5067151.873;126363554;42121184.67;52113700;25699359.88;4283226.646;3682083.833;5067151.873;5067151.873;5067151.873;223248.3868;268109.3149;5067151.873;438632.429;7683525.056;4323167.665;2023120;1781820;9006406.991;8159800;70377504;52113700;3872350;24629000;9647780;5113910;6029345.072;2599202.085;3041000
270;1156;X231.175.552.1..ID..1156.;94568504.61;15761417.43;13383110.35;1107016.373;369005.4578;403721.7952;96929943.39;16154990.57;12411125.15;141706004.1;14170600.41;8845023.718;1107016.373;369005.4578;403721.7952;51241366.44;8540227.74;5797705.936;1107016.373;369005.4578;403721.7952;187880218.6;12525347.91;7873038.517;96017427.12;9601742.712;5614110;5067151.873;5067151.873;5067151.873;58456560;19485520;23643800;34855154.03;5809192.339;5098664.434;5067151.873;5067151.873;5067151.873;403721.7952;264662.1492;5067151.873;438632.429;7873038.517;4442541.55;3276230;16949211.78;9817008.919;20858600;23643800;28284500;6528260;37641953.91;4699960;4601770;5754787.318;2599202.085;10909354.56
271;3130;X232.118.151.1..ID..3130.;3437935.211;572989.2019;474186.9541;555195.7233;185065.2411;34141.74414;23810628.85;3968438.141;554405.011;35259537.62;3525953.762;554405.011;555195.7233;185065.2411;34141.74414;14995988.26;2499331.377;1416398.577;555195.7233;185065.2411;34141.74414;50236258.61;3349083.907;1243405.734;26444897.04;2644489.704;1342755.933;19267.27344;19267.27344;19267.27344;5247883.457;1749294.486;1589391.419;41550439.94;6925073.324;5546073.149;19267.27344;19267.27344;19267.27344;0;34141.74414;19267.27344;521053.9791;607501.7598;289541.8833;2954976.299;501308.2622;79819.37866;1243405.734;2216385.906;1442106.132;1589391.419;447065.646;114558.6567;1051777.534;20019100;9542150;8137170
272;1768;X232.155.62.1..ID..1768.;174173990.1;29028998.35;21597350;435971.0303;145323.6768;108573.2966;84624941.21;14104156.87;10307352.1;210276106;21027610.6;10307352.1;435971.0303;145323.6768;108573.2966;122610018.6;20435003.1;19511150;435971.0303;145323.6768;108573.2966;330554524.8;22036968.32;14436600;248261183.4;24826118.34;19511150;2331599.848;2331599.848;2331599.848;82059777.91;27353259.3;30412183.83;74320756.73;12386792.79;7531036.288;2331599.848;2331599.848;2331599.848;108573.2966;107052.4924;2331599.848;220345.2412;8284659.625;6777412.951;37096818.77;12330044.57;7949271.425;32532900;37210994.08;30412183.83;14436600;18609000;78167074.13;24585700;5858643.092;4676822.296;11626400
273;840;X232.155.44.1..ID..840.;54605809.48;9100968.247;8127993.607;493193.8889;164397.963;169950.7095;43922201.79;7320366.964;6908505;74100130.63;7410013.063;7163068.39;493193.8889;164397.963;169950.7095;49874869.54;8312478.257;5267850;493193.8889;164397.963;169950.7095;121189130.6;8079275.376;6725336.781;80052798.39;8005279.839;6655328.39;2785869.541;2785869.541;2785869.541;30063860;10021286.67;6216210;36519461.16;6086576.859;6314350.078;2785869.541;2785869.541;2785869.541;169950.7095;107052.4924;2785869.541;216190.687;8159599.824;6725336.781;3713500;13116342.26;7856367.215;3950380;6216210;4690150;19157500;7600800;8399620;13682300;6043380.157;5292324.394;6585320
274;851;X232.155.127.1..ID..851.;253857684.2;42309614.04;37312250;754496.6355;251498.8785;216190.687;87579799.89;14596633.32;9269849.912;141441771.2;14144177.12;8362060.9;754496.6355;251498.8785;216190.687;225509669.5;37584944.92;27375300;754496.6355;251498.8785;216190.687;364165571.2;24277704.75;10788600;279371640.9;27937164.09;17468050;2785869.541;2785869.541;2785869.541;48663610;16221203.33;10380100;61644276.99;10274046.16;7528575.009;2785869.541;2785869.541;2785869.541;199021.2217;339284.7268;2785869.541;216190.687;8159599.824;6897550.195;10788600;13484062.26;8564521.976;104939000;10380100;7680410;30603100;46640100;27984400;52245600;6130068.262;5520958.708;24147500
275;3789;X232.178.556.1..ID..3789.;9857208.708;1642868.118;1882451.176;31488.47778;10496.15926;13449.9209;9219422.542;1536570.424;326131.5586;16023229.22;1602322.922;390109.0356;31488.47778;10496.15926;13449.9209;7504613.497;1250768.916;1213875.658;31488.47778;10496.15926;13449.9209;23477397.99;1565159.866;1047818.966;14308420.17;1430842.017;1213875.658;50444.7207;50444.7207;50444.7207;11574703.36;3858234.453;4197637.647;2045485.923;340914.3206;24570.81348;50444.7207;50444.7207;50444.7207;13604.46167;13449.9209;50444.7207;4434.095215;21655.20313;24575.78711;926870.1274;601818.3965;178399.6748;2384970;5662488.381;4197637.647;1714577.332;2858450;2453638.285;1379932.351;24565.83984;0;1047818.966
276;999;X233.155.508.1..ID..999.;106554484.1;17759080.68;4582705;17259115.72;5753038.574;1757377.25;136595044.3;22765840.71;20982954.6;159040504.6;15904050.46;11120272.2;17259115.72;5753038.574;1757377.25;128603020.9;21433836.82;6028380;17259115.72;5753038.574;1757377.25;264479908.7;17631993.92;6620200;151048481.3;15104848.13;6028380;23163616.83;23163616.83;23163616.83;34466497.76;11488832.59;12703975.39;123458926.9;20576487.81;13917790.91;23163616.83;23163616.83;23163616.83;207751.3899;1757377.25;23163616.83;15293987.08;50820537.77;18299012.8;3539420;4874240;2744410;86882994.09;18802292.37;12703975.39;2960230;4291170;2325110;5436560;34643187.3;9536569.011;6620200
